# count,name,subtitle,set,number,variant,rarity,is_foil,price_each,price_total
2,Freetown,,ASH,26,Standard,Common,False,0.02 €,0.04 €
1,Covert Believers,,ASH,80,Standard,Common,False,0.02 €,0.02 €
1,Mouse Droid,,ASH,237,Standard,Common,False,0.02 €,0.02 €
1,Display of Strength,,ASH,136,Standard,Common,False,0.02 €,0.02 €
1,Imperial Armored Commando,,ASH,48,Standard,Common,False,0.02 €,0.02 €
1,Shydopp Pirate Skiff,,ASH,173,Standard,Common,False,0.02 €,0.02 €
2,Heightened Awareness,,ASH,227,Standard,Common,False,0.02 €,0.04 €
2,Imposing Scout Walker,,ASH,176,Standard,Common,False,0.02 €,0.04 €
1,Faith in the Empire,,ASH,262,Standard,Common,False,0.02 €,0.02 €
1,Rebel Infiltrators,,ASH,758,Hyperspace Foil,Common,True,0.02 €,0.02 €
2,The Armorer,Secrecy is Our Survival,ASH,64,Standard,Uncommon,False,0.05 €,0.10 €
1,Greef Karga,Introductions are in Order,ASH,119,Standard,Uncommon,False,0.05 €,0.05 €
1,The Cyborg Mech,Mysterious Threat,ASH,147,Standard,Uncommon,False,0.05 €,0.05 €
1,The Great Mothers,With Strange Magicks,ASH,101,Standard,Rare,False,0.75 €,0.75 €
1,The Armorer,Steel Shapes Us,ASH,1,Standard,Rare,False,0.05 €,0.05 €
3,"Nevarro City, Restored",,ASH,20,Standard,Common,False,0.02 €,0.06 €
1,Outland Protector,,ASH,117,Standard,Common,False,0.02 €,0.02 €
1,Strike Team Vanguard,,ASH,61,Standard,Common,False,0.02 €,0.02 €
1,Death Trooper Squad,,ASH,242,Standard,Common,False,0.02 €,0.02 €
1,Forest Patroller,,ASH,96,Standard,Common,False,0.02 €,0.02 €
1,Survivors' Langskib,,ASH,390,Hyperspace,Common,False,0.03 €,0.03 €
2,Tatooine Sand Beast,,ASH,225,Standard,Common,False,0.02 €,0.04 €
1,Inspired Recruit,,ASH,152,Standard,Common,False,0.02 €,0.02 €
1,Mandalorian Scout,,ASH,216,Standard,Common,False,0.02 €,0.02 €
1,Follow Me,,ASH,184,Standard,Common,False,0.02 €,0.02 €
1,Kachirho Militia,,ASH,662,Hyperspace Foil,Uncommon,True,0.10 €,0.10 €
1,Shin Hati's Fiend Fighter,Compact and Agile,ASH,191,Standard,Uncommon,False,0.02 €,0.02 €
1,Domesticated Loth-Cat,,ASH,68,Standard,Uncommon,False,0.02 €,0.02 €
1,DDC Defender,,ASH,210,Standard,Uncommon,False,0.05 €,0.05 €
1,Elzar Mann,Haunted by a Vision,ASH,224,Standard,Legendary,False,2.96 €,2.96 €
1,Greef Karga,Gracious Magistrate,ASH,281,Hyperspace,Common,False,0.02 €,0.02 €
1,Fortress of the Great Mothers,,ASH,19,Standard,Common,False,0.02 €,0.02 €
1,B-Wing Rearguard,,ASH,78,Standard,Common,False,0.02 €,0.02 €
1,Turning the Tide,,ASH,138,Standard,Common,False,0.02 €,0.02 €
1,Buy Time,,ASH,91,Standard,Common,False,0.02 €,0.02 €
1,Durasteel Plating,,ASH,350,Hyperspace,Common,False,0.03 €,0.03 €
1,Inspiring Veteran,,ASH,469,Hyperspace,Common,False,0.03 €,0.03 €
2,Mos Espa Watermonger,,ASH,260,Standard,Common,False,0.02 €,0.04 €
1,Inspiring Veteran,,ASH,205,Standard,Common,False,0.02 €,0.02 €
2,Pegasus Tri-Wing,,ASH,171,Standard,Common,False,0.02 €,0.04 €
2,Grassroots Resistance,,ASH,258,Standard,Common,False,0.02 €,0.04 €
1,B-Wing Rearguard,,ASH,580,Hyperspace Foil,Common,True,0.02 €,0.02 €
1,Snub Fighter Squadron,,ASH,194,Standard,Uncommon,False,0.05 €,0.05 €
1,Justifier,Relentless,ASH,146,Standard,Uncommon,False,0.05 €,0.05 €
1,Greef Karga,Introductions are in Order,ASH,383,Hyperspace,Uncommon,False,0.70 €,0.70 €
1,Fateful Goodbye,,ASH,211,Standard,Rare,False,0.30 €,0.30 €
1,Grand Admiral Sloane,Holding the Empire Together,ASH,271,Hyperspace,Rare,False,0.45 €,0.45 €
1,Imperial Loyalist,,ASH,239,Standard,Common,False,0.02 €,0.02 €
1,Dinosaur Turtle,,ASH,131,Standard,Common,False,0.02 €,0.02 €
1,Pit Droid Team,,ASH,75,Standard,Common,False,0.02 €,0.02 €
2,Warrior of Clan Kryze,,ASH,120,Standard,Common,False,0.02 €,0.04 €
1,Tempest Lieutenant,,ASH,407,Hyperspace,Common,False,0.03 €,0.03 €
1,Remnant Trooper Corps,,ASH,746,Hyperspace Foil,Common,True,0.02 €,0.02 €
1,Tatooine Repulsor Train,,ASH,35,Standard,Uncommon,False,0.02 €,0.02 €
1,Home One,Heart of the Fleet,ASH,65,Standard,Uncommon,False,0.02 €,0.02 €
1,Blade Three,Bane of the Devastator,ASH,468,Hyperspace,Uncommon,False,0.34 €,0.34 €
1,At Attin Safety Droid,,ASH,70,Standard,Rare,False,0.79 €,0.79 €
1,The Mandalorian,We Can't Keep Running,ASH,14,Standard,Rare,False,0.10 €,0.10 €
2,Perseverance,,ASH,89,Standard,Common,False,0.02 €,0.04 €
2,Zealous Soldier,,ASH,251,Standard,Common,False,0.02 €,0.04 €
1,Defenders of the Forest,,ASH,129,Standard,Common,False,0.02 €,0.02 €
1,Cybernetic Enhancements,,ASH,87,Standard,Common,False,0.02 €,0.02 €
1,Dinosaur Turtle,,ASH,395,Hyperspace,Common,False,0.03 €,0.03 €
1,Emperor's Messenger,,ASH,691,Hyperspace Foil,Common,True,0.02 €,0.02 €
1,Moff Gideon,Remnant Commander,ASH,97,Standard,Uncommon,False,0.05 €,0.05 €
1,Scorpenek Annihilator Droid,,ASH,29,Standard,Uncommon,False,0.02 €,0.02 €
1,Bo-Katan Kryze,For All of Mandalore,ASH,105,Standard,Rare,False,0.74 €,0.74 €
1,Ezra Bridger,It's Now or Never,ASH,13,Standard,Common,False,0.02 €,0.02 €
1,Fortress of the Great Mothers,,ASH,283,Hyperspace,Common,False,0.02 €,0.02 €
1,Clan Wren Loyalist,,ASH,107,Standard,Common,False,0.02 €,0.02 €
2,Reanimated Night Trooper,,ASH,45,Standard,Common,False,0.02 €,0.04 €
1,Covert Veteran,,ASH,249,Standard,Common,False,0.02 €,0.02 €
2,Remnant Interceptor,,ASH,95,Standard,Common,False,0.02 €,0.04 €
1,Attendant Navigator,,ASH,502,Hyperspace,Common,False,0.03 €,0.03 €
1,Galvanized Leap,,ASH,188,Standard,Common,False,0.02 €,0.02 €
1,Keep Them Talking,,ASH,233,Standard,Common,False,0.02 €,0.02 €
1,Survivors' Langskib,,ASH,628,Hyperspace Foil,Common,True,0.02 €,0.02 €
1,Axe Woves,Undaunted,ASH,169,Standard,Uncommon,False,0.05 €,0.05 €
1,Rash Action,,ASH,162,Standard,Uncommon,False,0.03 €,0.03 €
1,Gorian Shard's Corsair,Pirate Warship,ASH,196,Standard,Legendary,False,2.99 €,2.99 €
1,Vane,Quarrelsome Pirate,ASH,12,Standard,Rare,False,0.02 €,0.02 €
1,Kryze Castle,,ASH,22,Standard,Common,False,0.02 €,0.02 €
1,Fang Fighter Squadron,,ASH,130,Standard,Common,False,0.02 €,0.02 €
1,Duchess's Protector,,ASH,58,Standard,Common,False,0.02 €,0.02 €
1,Remnant Trooper Corps,,ASH,244,Standard,Common,False,0.02 €,0.02 €
1,Remnant Interceptor,,ASH,359,Hyperspace,Common,False,0.03 €,0.03 €
1,Alamite Hunter,,ASH,164,Standard,Common,False,0.02 €,0.02 €
1,Unsanctioned Patrol,,ASH,222,Standard,Common,False,0.02 €,0.02 €
1,StarFortress Heavy Bomber,,ASH,174,Standard,Common,False,0.02 €,0.02 €
1,A New Order,,ASH,264,Standard,Common,False,0.02 €,0.02 €
1,Diplomatic Pageantry,,ASH,733,Hyperspace Foil,Common,True,0.02 €,0.02 €
1,Grav Charge,,ASH,85,Standard,Uncommon,False,0.02 €,0.02 €
1,Gozanti Assault Carrier,,ASH,99,Standard,Uncommon,False,0.02 €,0.02 €
1,Operation Cinder,,ASH,151,Standard,Rare,False,0.45 €,0.45 €
1,Ezra Bridger,It's Now or Never,ASH,277,Hyperspace,Common,False,0.02 €,0.02 €
1,Foundling Rescue,,ASH,356,Hyperspace,Common,False,0.02 €,0.02 €
1,Ferry Droid,,ASH,218,Standard,Common,False,0.02 €,0.02 €
1,Honorable Nite Owl,,ASH,154,Standard,Common,False,0.02 €,0.02 €
1,Han Solo,It'll Work,ASH,660,Hyperspace Foil,Special,True,4.00 €,4.00 €
1,Mos Eisley Modifier,,ASH,74,Standard,Uncommon,False,0.03 €,0.03 €
1,Barriss Offee,Redeeming Herself,ASH,44,Standard,Uncommon,False,0.08 €,0.08 €
1,Lang,Arrogant Mercenary,ASH,123,Standard,Rare,False,0.15 €,0.15 €
